"id","admission_threshold","cache_size","cms_delta","cms_epsilon","default_latency","latency_utility","model","policy","protected_fraction","request_count","size_utility","tau","tiny_window_size","window_size","expected_count","run_id","config_id","created_at","finished_at","stats_json","timing_json"
"1","","10000000","","","","",docker-registry-processed,two-segment,"0.1","1000000","","","","","1","1144ea1c-e907-4813-b2ce-2a8abb0ce683","1",1771086381.293731,1771086415.5112405,"{""hits"":658975,""misses"":341025,""accesses"":1000000,""current_size"":9601966,""max_size"":10000000,""hit_object_size_sum"":51022834708,""hit_response_time_sum"":643630.9471596907,""object_size_sum"":3702116498865,""response_time_sum"":1252669.805715957}","{""user_time"":34.06,""system_time"":0.08,""elapsed_time"":34.16,""max_rss"":40524,""exit_code"":0,""cpu_percent"":""99""}"
"2","","10000000","","","","",docker-registry-processed,two-segment,"0.2","1000000","","","","","1","985583dd-7afa-49de-b8ba-bcc165e5653c","2",1771086345.6120296,1771086380.9426007,"{""hits"":660218,""misses"":339782,""accesses"":1000000,""current_size"":9669290,""max_size"":10000000,""hit_object_size_sum"":51071451951,""hit_response_time_sum"":646689.4760680052,""object_size_sum"":3702116498865,""response_time_sum"":1252669.805715957}","{""user_time"":35.22,""system_time"":0.03,""elapsed_time"":35.27,""max_rss"":41080,""exit_code"":0,""cpu_percent"":""99""}"
"3","","10000000","","","","",docker-registry-processed,two-segment,"0.3","1000000","","","","","1","177e6000-7fe1-47ba-b842-5c8ca5baad72","3",1771086491.8504677,1771086528.3302503,"{""hits"":659921,""misses"":340079,""accesses"":1000000,""current_size"":9740615,""max_size"":10000000,""hit_object_size_sum"":51541995198,""hit_response_time_sum"":646350.5995065698,""object_size_sum"":3702116498865,""response_time_sum"":1252669.805715957}","{""user_time"":36.36,""system_time"":0.03,""elapsed_time"":36.42,""max_rss"":39544,""exit_code"":0,""cpu_percent"":""99""}"
"4","","10000000","","","","",docker-registry-processed,two-segment,"0.4","1000000","","","","","1",c55f5b12-b847-48d6-b5ab-cacb42e3db2d,"4",1771086382.171609,1771086418.9127622,"{""hits"":661339,""misses"":338661,""accesses"":1000000,""current_size"":9836654,""max_size"":10000000,""hit_object_size_sum"":51355240917,""hit_response_time_sum"":648477.4565097683,""object_size_sum"":3702116498865,""response_time_sum"":1252669.805715957}","{""user_time"":36.63,""system_time"":0.03,""elapsed_time"":36.68,""max_rss"":42128,""exit_code"":0,""cpu_percent"":""99""}"
"5","","10000000","","","","",docker-registry-processed,two-segment,"0.5","1000000","","","","","1",c994ee7f-d477-4f74-a2a6-6a475bc805ec,"5",1771086345.5948818,1771086381.2392619,"{""hits"":659700,""misses"":340300,""accesses"":1000000,""current_size"":9566478,""max_size"":10000000,""hit_object_size_sum"":51331396107,""hit_response_time_sum"":645795.4500696232,""object_size_sum"":3702116498865,""response_time_sum"":1252669.805715957}","{""user_time"":35.47,""system_time"":0.09,""elapsed_time"":35.58,""max_rss"":40156,""exit_code"":0,""cpu_percent"":""99""}"
"6","","10000000","","","","",docker-registry-processed,two-segment,"0.6","1000000","","","","","1","587bba3d-aa6e-4d95-af5b-f5f3c9ed0f32","6",1771086345.4859173,1771086382.6213686,"{""hits"":661215,""misses"":338785,""accesses"":1000000,""current_size"":9607402,""max_size"":10000000,""hit_object_size_sum"":50405378041,""hit_response_time_sum"":648305.6089152914,""object_size_sum"":3702116498865,""response_time_sum"":1252669.805715957}","{""user_time"":37.01,""system_time"":0.05,""elapsed_time"":37.07,""max_rss"":40380,""exit_code"":0,""cpu_percent"":""99""}"
"7","","10000000","","","","",docker-registry-processed,two-segment,"0.7","1000000","","","","","1","2a80d0ca-280e-4bcd-a9ca-5a7eb69624c5","7",1771086391.8385923,1771086428.176577,"{""hits"":660064,""misses"":339936,""accesses"":1000000,""current_size"":9642657,""max_size"":10000000,""hit_object_size_sum"":51124305802,""hit_response_time_sum"":646561.3627011598,""object_size_sum"":3702116498865,""response_time_sum"":1252669.805715957}","{""user_time"":36.18,""system_time"":0.07,""elapsed_time"":36.28,""max_rss"":42644,""exit_code"":0,""cpu_percent"":""99""}"
"8","","10000000","","","","",docker-registry-processed,two-segment,"0.8","1000000","","","","","1","56dad1b8-1dc1-44fe-882d-f384a388eddd","8",1771086345.6201394,1771086379.9375167,"{""hits"":660421,""misses"":339579,""accesses"":1000000,""current_size"":9682538,""max_size"":10000000,""hit_object_size_sum"":51255180773,""hit_response_time_sum"":646802.6656082175,""object_size_sum"":3702116498865,""response_time_sum"":1252669.805715957}","{""user_time"":34.2,""system_time"":0.05,""elapsed_time"":34.26,""max_rss"":40424,""exit_code"":0,""cpu_percent"":""99""}"
"9","","10000000","","","","",docker-registry-processed,two-segment,"0.9","1000000","","","","","1",b5fb59e4-aa9c-43a5-9da5-cab96cd9448e,"9",1771086468.5160573,1771086503.1316035,"{""hits"":660289,""misses"":339711,""accesses"":1000000,""current_size"":9927346,""max_size"":10000000,""hit_object_size_sum"":51131211234,""hit_response_time_sum"":646463.8689454813,""object_size_sum"":3702116498865,""response_time_sum"":1252669.805715957}","{""user_time"":34.5,""system_time"":0.04,""elapsed_time"":34.56,""max_rss"":42412,""exit_code"":0,""cpu_percent"":""99""}"
"10","","10000000","","","","",docker-registry-processed,tiny-lfu-byte,"","1000000","","","100","","1","58d1cb90-daeb-4bfc-b3c9-6acd205007bb","10",1771070027.762045,1771070467.3604698,"{""hits"":782621,""misses"":217379,""accesses"":1000000,""current_size"":9720797,""max_size"":10000000,""hit_object_size_sum"":59269578360,""hit_response_time_sum"":882344.0912684448,""object_size_sum"":3702116498865,""response_time_sum"":1252669.805715957}","{""user_time"":439.01,""system_time"":0.11,""elapsed_time"":439.53,""max_rss"":101704,""exit_code"":0,""cpu_percent"":""99""}"
