"id","admission_threshold","cache_size","cms_delta","cms_epsilon","default_latency","latency_utility","model","policy","protected_fraction","request_count","size_utility","tau","tiny_window_size","window_size","expected_count","victim_sample_proportion"
"247","2","1000000","1.00E-03","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"248","2","1000000","1.00E-02","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"249","3","1000000","1.00E-07","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"250","3","1000000","1.00E-06","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"251","3","1000000","1.00E-05","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"252","3","1000000","1.00E-04","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"253","3","1000000","1.00E-03","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"254","3","1000000","1.00E-02","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"255","3","1000000","1.00E-07","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"256","3","1000000","1.00E-06","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"257","3","1000000","1.00E-05","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"258","3","1000000","1.00E-04","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"259","3","1000000","1.00E-03","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"260","3","1000000","1.00E-02","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"261","3","1000000","1.00E-07","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"262","3","1000000","1.00E-06","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"263","3","1000000","1.00E-05","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"264","3","1000000","1.00E-04","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"265","3","1000000","1.00E-03","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"266","3","1000000","1.00E-02","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"267","3","1000000","1.00E-07","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"268","3","1000000","1.00E-06","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"269","3","1000000","1.00E-05","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"270","3","1000000","1.00E-04","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"271","3","1000000","1.00E-03","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"272","3","1000000","1.00E-02","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"273","4","1000000","1.00E-06","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"274","4","1000000","1.00E-05","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"275","4","1000000","1.00E-04","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"276","4","1000000","1.00E-03","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"277","4","1000000","1.00E-02","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"278","4","1000000","1.00E-07","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"279","4","1000000","1.00E-06","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"280","4","1000000","1.00E-05","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"281","4","1000000","1.00E-04","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"282","4","1000000","1.00E-03","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"283","4","1000000","1.00E-02","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"284","4","1000000","1.00E-07","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"285","4","1000000","1.00E-06","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"286","4","1000000","1.00E-05","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"287","4","1000000","1.00E-04","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"288","4","1000000","1.00E-03","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"289","4","1000000","1.00E-02","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"290","4","1000000","1.00E-07","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"291","4","1000000","1.00E-06","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"292","4","1000000","1.00E-05","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"293","4","1000000","1.00E-04","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"294","4","1000000","1.00E-03","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"295","4","1000000","1.00E-02","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"296","","1000000","","","","",docker-registry-processed,lfu-byte,"","1000000",freq_over_size,"","","","1","0.1"
"297","","1000000","","","","",docker-registry-processed,lfu-byte,"","1000000",freq_times_size,"","","","1","0.1"
"298","","1000000","","","","",docker-registry-processed,lfu-aging,"","1000000","","100","","","1","0.1"
"299","","1000000","","","","",docker-registry-processed,lfu-aging,"","1000000","","1000","","","1","0.1"
"300","","1000000","","","","",docker-registry-processed,lfu-aging,"","1000000","","10000","","","1","0.1"
"301","","1000000","","","","",docker-registry-processed,lfu-aging,"","1000000","","100000","","","1","0.1"
"302","","1000000","","","","",docker-registry-processed,lfu-aging,"","1000000","","1000000","","","1","0.1"
"303","","1000000","","","","",docker-registry-processed,lfu,"","1000000","","","","","1","0.1"
"304","","1000000","","","","",wiki-t-10,two-segment,"0.1","1000000","","","","","1","0.1"
"305","","1000000","","","","",wiki-t-10,two-segment,"0.2","1000000","","","","","1","0.1"
"306","","1000000","","","","",wiki-t-10,two-segment,"0.3","1000000","","","","","1","0.1"
"307","","1000000","","","","",wiki-t-10,two-segment,"0.4","1000000","","","","","1","0.1"
"308","","1000000","","","","",wiki-t-10,two-segment,"0.5","1000000","","","","","1","0.1"
"309","","1000000","","","","",wiki-t-10,two-segment,"0.6","1000000","","","","","1","0.1"
"310","","1000000","","","","",wiki-t-10,two-segment,"0.7","1000000","","","","","1","0.1"
"311","","1000000","","","","",wiki-t-10,two-segment,"0.8","1000000","","","","","1","0.1"
"312","","1000000","","","","",wiki-t-10,two-segment,"0.9","1000000","","","","","1","0.1"
"313","","1000000","","","","",wiki-t-10,tiny-lfu-byte,"","1000000","","","100","","1","0.1"
"314","","1000000","","","","",wiki-t-10,tiny-lfu-byte,"","1000000","","","1000","","1","0.1"
"315","","1000000","","","","",wiki-t-10,tiny-lfu-byte,"","1000000","","","10000","","1","0.1"
"316","","1000000","","","","",wiki-t-10,tiny-lfu-byte,"","1000000","","","100000","","1","0.1"
"317","","1000000","","","","",wiki-t-10,tiny-lfu-byte,"","1000000","","","1000000","","1","0.1"
"318","","1000000","","","","",wiki-t-10,lru,"","1000000","","","","","1","0.1"
"319","","1000000","","","","",wiki-t-10,lfu-sliding,"","1000000","","","","100","1","0.1"
"320","","1000000","","","","",wiki-t-10,lfu-sliding,"","1000000","","","","1000","1","0.1"
"321","","1000000","","","","",wiki-t-10,lfu-sliding,"","1000000","","","","10000","1","0.1"
"322","","1000000","","","","",wiki-t-10,lfu-sliding,"","1000000","","","","100000","1","0.1"
"323","","1000000","","","","",wiki-t-10,lfu-sliding,"","1000000","","","","1000000","1","0.1"
"324","","1000000","","","1",freq_over_size_times_latency,wiki-t-10,lfu-latency-byte,"","1000000","","","","","1","0.1"
"325","","1000000","","","1",freq_times_latency_over_size,wiki-t-10,lfu-latency-byte,"","1000000","","","","","1","0.1"
"326","2","1000000","1.00E-07","0.001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"327","2","1000000","1.00E-06","0.001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"328","2","1000000","1.00E-05","0.001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"329","2","1000000","1.00E-04","0.001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"330","2","1000000","1.00E-03","0.001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"331","2","1000000","1.00E-02","0.001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"332","2","1000000","1.00E-07","0.01","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"333","2","1000000","1.00E-06","0.01","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"334","2","1000000","1.00E-05","0.01","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"335","2","1000000","1.00E-04","0.01","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"336","2","1000000","1.00E-03","0.01","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"337","2","1000000","1.00E-02","0.01","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"338","2","1000000","1.00E-07","0.1","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"339","2","1000000","1.00E-06","0.1","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"340","2","1000000","1.00E-05","0.1","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"341","2","1000000","1.00E-04","0.1","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"342","2","1000000","1.00E-03","0.1","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"343","2","1000000","1.00E-02","0.1","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"344","2","1000000","1.00E-07","0.0001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"345","2","1000000","1.00E-06","0.0001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"346","2","1000000","1.00E-05","0.0001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"347","2","1000000","1.00E-04","0.0001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"348","2","1000000","1.00E-03","0.0001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"349","2","1000000","1.00E-02","0.0001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"350","3","1000000","1.00E-07","0.001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"351","3","1000000","1.00E-06","0.001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"352","3","1000000","1.00E-05","0.001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"353","3","1000000","1.00E-04","0.001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"354","3","1000000","1.00E-03","0.001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"355","3","1000000","1.00E-02","0.001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"356","3","1000000","1.00E-07","0.01","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"357","3","1000000","1.00E-06","0.01","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"358","3","1000000","1.00E-05","0.01","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"359","3","1000000","1.00E-04","0.01","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"360","3","1000000","1.00E-03","0.01","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"361","3","1000000","1.00E-02","0.01","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"362","3","1000000","1.00E-07","0.1","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"363","3","1000000","1.00E-06","0.1","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"364","3","1000000","1.00E-05","0.1","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"365","3","1000000","1.00E-04","0.1","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"366","3","1000000","1.00E-03","0.1","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"367","3","1000000","1.00E-02","0.1","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"368","3","1000000","1.00E-07","0.0001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"369","3","1000000","1.00E-06","0.0001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"370","3","1000000","1.00E-05","0.0001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"371","3","1000000","1.00E-04","0.0001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"372","3","1000000","1.00E-03","0.0001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"373","3","1000000","1.00E-02","0.0001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"374","4","1000000","1.00E-06","0.001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"375","4","1000000","1.00E-05","0.001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"376","4","1000000","1.00E-04","0.001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"377","4","1000000","1.00E-03","0.001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"378","4","1000000","1.00E-02","0.001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"379","4","1000000","1.00E-07","0.01","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"380","4","1000000","1.00E-06","0.01","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"381","4","1000000","1.00E-05","0.01","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"382","4","1000000","1.00E-04","0.01","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"383","4","1000000","1.00E-03","0.01","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"384","4","1000000","1.00E-02","0.01","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"385","4","1000000","1.00E-07","0.1","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"386","4","1000000","1.00E-06","0.1","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"387","4","1000000","1.00E-05","0.1","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"388","4","1000000","1.00E-04","0.1","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"389","4","1000000","1.00E-03","0.1","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"390","4","1000000","1.00E-02","0.1","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"391","4","1000000","1.00E-07","0.0001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"392","4","1000000","1.00E-06","0.0001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"393","4","1000000","1.00E-05","0.0001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"394","4","1000000","1.00E-04","0.0001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"395","4","1000000","1.00E-03","0.0001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"396","4","1000000","1.00E-02","0.0001","","",wiki-t-10,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"397","","1000000","","","","",wiki-t-10,lfu-byte,"","1000000",freq_over_size,"","","","1","0.1"
"398","","1000000","","","","",wiki-t-10,lfu-byte,"","1000000",freq_times_size,"","","","1","0.1"
"399","","1000000","","","","",wiki-t-10,lfu-aging,"","1000000","","100","","","1","0.1"
"400","","1000000","","","","",wiki-t-10,lfu-aging,"","1000000","","1000","","","1","0.1"
"401","","1000000","","","","",wiki-t-10,lfu-aging,"","1000000","","10000","","","1","0.1"
"402","","1000000","","","","",wiki-t-10,lfu-aging,"","1000000","","100000","","","1","0.1"
"403","","1000000","","","","",wiki-t-10,lfu-aging,"","1000000","","1000000","","","1","0.1"
"404","","1000000","","","","",wiki-t-10,lfu,"","1000000","","","","","1","0.1"
"405","","100000","","","","",docker-registry-processed,two-segment,"0.1","1000000","","","","","1","0.1"
"406","","100000","","","","",docker-registry-processed,two-segment,"0.2","1000000","","","","","1","0.1"
"407","","100000","","","","",docker-registry-processed,two-segment,"0.3","1000000","","","","","1","0.1"
"408","","100000","","","","",docker-registry-processed,two-segment,"0.4","1000000","","","","","1","0.1"
"409","","100000","","","","",docker-registry-processed,two-segment,"0.5","1000000","","","","","1","0.1"
"410","","100000","","","","",docker-registry-processed,two-segment,"0.6","1000000","","","","","1","0.1"
"411","","100000","","","","",docker-registry-processed,two-segment,"0.7","1000000","","","","","1","0.1"
"412","","100000","","","","",docker-registry-processed,two-segment,"0.8","1000000","","","","","1","0.1"
"413","","100000","","","","",docker-registry-processed,two-segment,"0.9","1000000","","","","","1","0.1"
"414","","100000","","","","",docker-registry-processed,tiny-lfu-byte,"","1000000","","","100","","1","0.1"
"415","","100000","","","","",docker-registry-processed,tiny-lfu-byte,"","1000000","","","1000","","1","0.1"
"416","","100000","","","","",docker-registry-processed,tiny-lfu-byte,"","1000000","","","10000","","1","0.1"
"417","","100000","","","","",docker-registry-processed,tiny-lfu-byte,"","1000000","","","100000","","1","0.1"
"418","","100000","","","","",docker-registry-processed,tiny-lfu-byte,"","1000000","","","1000000","","1","0.1"
"419","","100000","","","","",docker-registry-processed,lru,"","1000000","","","","","1","0.1"
"420","","100000","","","","",docker-registry-processed,lfu-sliding,"","1000000","","","","100","1","0.1"
"421","","100000","","","","",docker-registry-processed,lfu-sliding,"","1000000","","","","1000","1","0.1"
"422","","100000","","","","",docker-registry-processed,lfu-sliding,"","1000000","","","","10000","1","0.1"
"423","","100000","","","","",docker-registry-processed,lfu-sliding,"","1000000","","","","100000","1","0.1"
"424","","100000","","","","",docker-registry-processed,lfu-sliding,"","1000000","","","","1000000","1","0.1"
"425","","100000","","","1",freq_over_size_times_latency,docker-registry-processed,lfu-latency-byte,"","1000000","","","","","1","0.1"
"426","","100000","","","1",freq_times_latency_over_size,docker-registry-processed,lfu-latency-byte,"","1000000","","","","","1","0.1"
"427","2","100000","1.00E-07","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"428","2","100000","1.00E-06","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"429","2","100000","1.00E-05","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"430","2","100000","1.00E-04","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"431","2","100000","1.00E-03","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"432","2","100000","1.00E-02","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"433","2","100000","1.00E-07","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"434","2","100000","1.00E-06","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"435","2","100000","1.00E-05","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"436","2","100000","1.00E-04","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"437","2","100000","1.00E-03","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"438","2","100000","1.00E-02","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"439","2","100000","1.00E-07","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"440","2","100000","1.00E-06","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"441","2","100000","1.00E-05","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"442","2","100000","1.00E-04","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"443","2","100000","1.00E-03","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"444","2","100000","1.00E-02","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"445","2","100000","1.00E-07","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"446","2","100000","1.00E-06","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"447","2","100000","1.00E-05","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"448","2","100000","1.00E-04","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"449","2","100000","1.00E-03","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"450","2","100000","1.00E-02","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"451","3","100000","1.00E-07","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"452","3","100000","1.00E-06","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"453","3","100000","1.00E-05","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"454","3","100000","1.00E-04","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"455","3","100000","1.00E-03","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"456","3","100000","1.00E-02","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"457","3","100000","1.00E-07","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"458","3","100000","1.00E-06","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"459","3","100000","1.00E-05","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"460","3","100000","1.00E-04","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"461","3","100000","1.00E-03","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"462","3","100000","1.00E-02","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"463","3","100000","1.00E-07","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"464","3","100000","1.00E-06","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"465","3","100000","1.00E-05","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"466","3","100000","1.00E-04","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"467","3","100000","1.00E-03","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"468","3","100000","1.00E-02","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"469","3","100000","1.00E-07","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"470","3","100000","1.00E-06","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"471","3","100000","1.00E-05","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"472","3","100000","1.00E-04","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"473","3","100000","1.00E-03","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"474","3","100000","1.00E-02","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"475","4","100000","1.00E-06","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"476","4","100000","1.00E-05","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"477","4","100000","1.00E-04","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"478","4","100000","1.00E-03","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"479","4","100000","1.00E-02","0.001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"480","4","100000","1.00E-07","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"481","4","100000","1.00E-06","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"482","4","100000","1.00E-05","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"483","4","100000","1.00E-04","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"484","4","100000","1.00E-03","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"485","4","100000","1.00E-02","0.01","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"486","4","100000","1.00E-07","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"487","4","100000","1.00E-06","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"488","4","100000","1.00E-05","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"489","4","100000","1.00E-04","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"490","4","100000","1.00E-03","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"491","4","100000","1.00E-02","0.1","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"492","4","100000","1.00E-07","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"493","4","100000","1.00E-06","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
"494","4","100000","1.00E-05","0.0001","","",docker-registry-processed,lfu-doorkeeper,"","1000000","","","","","1","0.1"
