id,admission_threshold,cache_size,cms_delta,cms_epsilon,default_latency,latency_utility,model,policy,protected_fraction,request_count,size_utility,tau,tiny_window_size,window_size
291,4,1000000,1.00E-06,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
292,4,1000000,1.00E-05,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
293,4,1000000,1.00E-04,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
294,4,1000000,1.00E-03,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
295,4,1000000,1.00E-02,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
296,,1000000,,,,,docker-registry-processed,lfu-byte,,1000000,freq_over_size,,,
297,,1000000,,,,,docker-registry-processed,lfu-byte,,1000000,freq_times_size,,,
298,,1000000,,,,,docker-registry-processed,lfu-aging,,1000000,,100,,
299,,1000000,,,,,docker-registry-processed,lfu-aging,,1000000,,1000,,
300,,1000000,,,,,docker-registry-processed,lfu-aging,,1000000,,10000,,
301,,1000000,,,,,docker-registry-processed,lfu-aging,,1000000,,100000,,
302,,1000000,,,,,docker-registry-processed,lfu-aging,,1000000,,1000000,,
303,,1000000,,,,,docker-registry-processed,lfu,,1000000,,,,
304,,1000000,,,,,wiki-t-10,two-segment,0.1,1000000,,,,
305,,1000000,,,,,wiki-t-10,two-segment,0.2,1000000,,,,
306,,1000000,,,,,wiki-t-10,two-segment,0.3,1000000,,,,
307,,1000000,,,,,wiki-t-10,two-segment,0.4,1000000,,,,
308,,1000000,,,,,wiki-t-10,two-segment,0.5,1000000,,,,
309,,1000000,,,,,wiki-t-10,two-segment,0.6,1000000,,,,
310,,1000000,,,,,wiki-t-10,two-segment,0.7,1000000,,,,
311,,1000000,,,,,wiki-t-10,two-segment,0.8,1000000,,,,
312,,1000000,,,,,wiki-t-10,two-segment,0.9,1000000,,,,
313,,1000000,,,,,wiki-t-10,tiny-lfu-byte,,1000000,,,100,
314,,1000000,,,,,wiki-t-10,tiny-lfu-byte,,1000000,,,1000,
315,,1000000,,,,,wiki-t-10,tiny-lfu-byte,,1000000,,,10000,
316,,1000000,,,,,wiki-t-10,tiny-lfu-byte,,1000000,,,100000,
317,,1000000,,,,,wiki-t-10,tiny-lfu-byte,,1000000,,,1000000,
318,,1000000,,,,,wiki-t-10,lru,,1000000,,,,
319,,1000000,,,,,wiki-t-10,lfu-sliding,,1000000,,,,100
320,,1000000,,,,,wiki-t-10,lfu-sliding,,1000000,,,,1000
321,,1000000,,,,,wiki-t-10,lfu-sliding,,1000000,,,,10000
322,,1000000,,,,,wiki-t-10,lfu-sliding,,1000000,,,,100000
323,,1000000,,,,,wiki-t-10,lfu-sliding,,1000000,,,,1000000
324,,1000000,,,1,freq_over_size_times_latency,wiki-t-10,lfu-latency-byte,,1000000,,,,
325,,1000000,,,1,freq_times_latency_over_size,wiki-t-10,lfu-latency-byte,,1000000,,,,
326,2,1000000,1.00E-07,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
327,2,1000000,1.00E-06,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
328,2,1000000,1.00E-05,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
329,2,1000000,1.00E-04,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
330,2,1000000,1.00E-03,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
331,2,1000000,1.00E-02,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
332,2,1000000,1.00E-07,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
333,2,1000000,1.00E-06,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
334,2,1000000,1.00E-05,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
335,2,1000000,1.00E-04,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
336,2,1000000,1.00E-03,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
337,2,1000000,1.00E-02,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
338,2,1000000,1.00E-07,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
339,2,1000000,1.00E-06,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
340,2,1000000,1.00E-05,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
341,2,1000000,1.00E-04,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
342,2,1000000,1.00E-03,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
343,2,1000000,1.00E-02,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
344,2,1000000,1.00E-07,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
345,2,1000000,1.00E-06,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
346,2,1000000,1.00E-05,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
347,2,1000000,1.00E-04,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
348,2,1000000,1.00E-03,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
349,2,1000000,1.00E-02,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
350,3,1000000,1.00E-07,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
351,3,1000000,1.00E-06,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
352,3,1000000,1.00E-05,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
353,3,1000000,1.00E-04,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
354,3,1000000,1.00E-03,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
355,3,1000000,1.00E-02,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
356,3,1000000,1.00E-07,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
357,3,1000000,1.00E-06,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
358,3,1000000,1.00E-05,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
359,3,1000000,1.00E-04,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
360,3,1000000,1.00E-03,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
361,3,1000000,1.00E-02,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
362,3,1000000,1.00E-07,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
363,3,1000000,1.00E-06,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
364,3,1000000,1.00E-05,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
365,3,1000000,1.00E-04,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
366,3,1000000,1.00E-03,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
367,3,1000000,1.00E-02,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
368,3,1000000,1.00E-07,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
369,3,1000000,1.00E-06,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
370,3,1000000,1.00E-05,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
371,3,1000000,1.00E-04,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
372,3,1000000,1.00E-03,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
373,3,1000000,1.00E-02,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
374,4,1000000,1.00E-06,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
375,4,1000000,1.00E-05,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
376,4,1000000,1.00E-04,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
377,4,1000000,1.00E-03,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
378,4,1000000,1.00E-02,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
379,4,1000000,1.00E-07,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
380,4,1000000,1.00E-06,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
381,4,1000000,1.00E-05,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
382,4,1000000,1.00E-04,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
383,4,1000000,1.00E-03,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
384,4,1000000,1.00E-02,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
385,4,1000000,1.00E-07,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
386,4,1000000,1.00E-06,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
387,4,1000000,1.00E-05,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
388,4,1000000,1.00E-04,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
389,4,1000000,1.00E-03,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
390,4,1000000,1.00E-02,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
391,4,1000000,1.00E-07,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
392,4,1000000,1.00E-06,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
393,4,1000000,1.00E-05,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
394,4,1000000,1.00E-04,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
395,4,1000000,1.00E-03,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
396,4,1000000,1.00E-02,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
397,,1000000,,,,,wiki-t-10,lfu-byte,,1000000,freq_over_size,,,
398,,1000000,,,,,wiki-t-10,lfu-byte,,1000000,freq_times_size,,,
399,,1000000,,,,,wiki-t-10,lfu-aging,,1000000,,100,,
400,,1000000,,,,,wiki-t-10,lfu-aging,,1000000,,1000,,
401,,1000000,,,,,wiki-t-10,lfu-aging,,1000000,,10000,,
402,,1000000,,,,,wiki-t-10,lfu-aging,,1000000,,100000,,
403,,1000000,,,,,wiki-t-10,lfu-aging,,1000000,,1000000,,
404,,1000000,,,,,wiki-t-10,lfu,,1000000,,,,
405,,100000,,,,,docker-registry-processed,two-segment,0.1,1000000,,,,
406,,100000,,,,,docker-registry-processed,two-segment,0.2,1000000,,,,
407,,100000,,,,,docker-registry-processed,two-segment,0.3,1000000,,,,
408,,100000,,,,,docker-registry-processed,two-segment,0.4,1000000,,,,
409,,100000,,,,,docker-registry-processed,two-segment,0.5,1000000,,,,
410,,100000,,,,,docker-registry-processed,two-segment,0.6,1000000,,,,
411,,100000,,,,,docker-registry-processed,two-segment,0.7,1000000,,,,
412,,100000,,,,,docker-registry-processed,two-segment,0.8,1000000,,,,
413,,100000,,,,,docker-registry-processed,two-segment,0.9,1000000,,,,
414,,100000,,,,,docker-registry-processed,tiny-lfu-byte,,1000000,,,100,
415,,100000,,,,,docker-registry-processed,tiny-lfu-byte,,1000000,,,1000,
416,,100000,,,,,docker-registry-processed,tiny-lfu-byte,,1000000,,,10000,
417,,100000,,,,,docker-registry-processed,tiny-lfu-byte,,1000000,,,100000,
418,,100000,,,,,docker-registry-processed,tiny-lfu-byte,,1000000,,,1000000,
419,,100000,,,,,docker-registry-processed,lru,,1000000,,,,
420,,100000,,,,,docker-registry-processed,lfu-sliding,,1000000,,,,100
421,,100000,,,,,docker-registry-processed,lfu-sliding,,1000000,,,,1000
422,,100000,,,,,docker-registry-processed,lfu-sliding,,1000000,,,,10000
423,,100000,,,,,docker-registry-processed,lfu-sliding,,1000000,,,,100000
424,,100000,,,,,docker-registry-processed,lfu-sliding,,1000000,,,,1000000
425,,100000,,,1,freq_over_size_times_latency,docker-registry-processed,lfu-latency-byte,,1000000,,,,
426,,100000,,,1,freq_times_latency_over_size,docker-registry-processed,lfu-latency-byte,,1000000,,,,
427,2,100000,1.00E-07,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
428,2,100000,1.00E-06,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
429,2,100000,1.00E-05,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
430,2,100000,1.00E-04,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
431,2,100000,1.00E-03,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
432,2,100000,1.00E-02,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
433,2,100000,1.00E-07,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
434,2,100000,1.00E-06,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
435,2,100000,1.00E-05,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
436,2,100000,1.00E-04,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
437,2,100000,1.00E-03,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
438,2,100000,1.00E-02,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
439,2,100000,1.00E-07,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
440,2,100000,1.00E-06,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
441,2,100000,1.00E-05,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
442,2,100000,1.00E-04,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
443,2,100000,1.00E-03,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
444,2,100000,1.00E-02,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
445,2,100000,1.00E-07,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
446,2,100000,1.00E-06,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
447,2,100000,1.00E-05,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
448,2,100000,1.00E-04,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
449,2,100000,1.00E-03,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
450,2,100000,1.00E-02,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
451,3,100000,1.00E-07,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
452,3,100000,1.00E-06,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
453,3,100000,1.00E-05,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
454,3,100000,1.00E-04,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
455,3,100000,1.00E-03,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
456,3,100000,1.00E-02,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
457,3,100000,1.00E-07,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
458,3,100000,1.00E-06,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
459,3,100000,1.00E-05,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
460,3,100000,1.00E-04,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
461,3,100000,1.00E-03,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
462,3,100000,1.00E-02,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
463,3,100000,1.00E-07,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
464,3,100000,1.00E-06,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
465,3,100000,1.00E-05,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
466,3,100000,1.00E-04,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
467,3,100000,1.00E-03,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
468,3,100000,1.00E-02,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
469,3,100000,1.00E-07,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
470,3,100000,1.00E-06,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
471,3,100000,1.00E-05,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
472,3,100000,1.00E-04,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
473,3,100000,1.00E-03,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
474,3,100000,1.00E-02,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
475,4,100000,1.00E-06,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
476,4,100000,1.00E-05,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
477,4,100000,1.00E-04,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
478,4,100000,1.00E-03,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
479,4,100000,1.00E-02,0.001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
480,4,100000,1.00E-07,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
481,4,100000,1.00E-06,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
482,4,100000,1.00E-05,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
483,4,100000,1.00E-04,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
484,4,100000,1.00E-03,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
485,4,100000,1.00E-02,0.01,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
486,4,100000,1.00E-07,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
487,4,100000,1.00E-06,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
488,4,100000,1.00E-05,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
489,4,100000,1.00E-04,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
490,4,100000,1.00E-03,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
491,4,100000,1.00E-02,0.1,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
492,4,100000,1.00E-07,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
493,4,100000,1.00E-06,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
494,4,100000,1.00E-05,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
495,4,100000,1.00E-04,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
496,4,100000,1.00E-03,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
497,4,100000,1.00E-02,0.0001,,,docker-registry-processed,lfu-doorkeeper,,1000000,,,,
498,,100000,,,,,docker-registry-processed,lfu-byte,,1000000,freq_over_size,,,
499,,100000,,,,,docker-registry-processed,lfu-byte,,1000000,freq_times_size,,,
500,,100000,,,,,docker-registry-processed,lfu-aging,,1000000,,100,,
501,,100000,,,,,docker-registry-processed,lfu-aging,,1000000,,1000,,
502,,100000,,,,,docker-registry-processed,lfu-aging,,1000000,,10000,,
503,,100000,,,,,docker-registry-processed,lfu-aging,,1000000,,100000,,
504,,100000,,,,,docker-registry-processed,lfu-aging,,1000000,,1000000,,
505,,100000,,,,,docker-registry-processed,lfu,,1000000,,,,
506,,100000,,,,,wiki-t-10,two-segment,0.1,1000000,,,,
507,,100000,,,,,wiki-t-10,two-segment,0.2,1000000,,,,
508,,100000,,,,,wiki-t-10,two-segment,0.3,1000000,,,,
509,,100000,,,,,wiki-t-10,two-segment,0.4,1000000,,,,
510,,100000,,,,,wiki-t-10,two-segment,0.5,1000000,,,,
511,,100000,,,,,wiki-t-10,two-segment,0.6,1000000,,,,
512,,100000,,,,,wiki-t-10,two-segment,0.7,1000000,,,,
513,,100000,,,,,wiki-t-10,two-segment,0.8,1000000,,,,
514,,100000,,,,,wiki-t-10,two-segment,0.9,1000000,,,,
515,,100000,,,,,wiki-t-10,tiny-lfu-byte,,1000000,,,100,
516,,100000,,,,,wiki-t-10,tiny-lfu-byte,,1000000,,,1000,
517,,100000,,,,,wiki-t-10,tiny-lfu-byte,,1000000,,,10000,
518,,100000,,,,,wiki-t-10,tiny-lfu-byte,,1000000,,,100000,
519,,100000,,,,,wiki-t-10,tiny-lfu-byte,,1000000,,,1000000,
520,,100000,,,,,wiki-t-10,lru,,1000000,,,,
521,,100000,,,,,wiki-t-10,lfu-sliding,,1000000,,,,100
522,,100000,,,,,wiki-t-10,lfu-sliding,,1000000,,,,1000
523,,100000,,,,,wiki-t-10,lfu-sliding,,1000000,,,,10000
524,,100000,,,,,wiki-t-10,lfu-sliding,,1000000,,,,100000
525,,100000,,,,,wiki-t-10,lfu-sliding,,1000000,,,,1000000
526,,100000,,,1,freq_over_size_times_latency,wiki-t-10,lfu-latency-byte,,1000000,,,,
527,,100000,,,1,freq_times_latency_over_size,wiki-t-10,lfu-latency-byte,,1000000,,,,
528,2,100000,1.00E-07,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
529,2,100000,1.00E-06,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
530,2,100000,1.00E-05,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
531,2,100000,1.00E-04,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
532,2,100000,1.00E-03,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
533,2,100000,1.00E-02,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
534,2,100000,1.00E-07,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
535,2,100000,1.00E-06,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
536,2,100000,1.00E-05,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
537,2,100000,1.00E-04,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
538,2,100000,1.00E-03,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
539,2,100000,1.00E-02,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
540,2,100000,1.00E-07,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
541,2,100000,1.00E-06,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
542,2,100000,1.00E-05,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
543,2,100000,1.00E-04,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
544,2,100000,1.00E-03,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
545,2,100000,1.00E-02,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
546,2,100000,1.00E-07,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
547,2,100000,1.00E-06,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
548,2,100000,1.00E-05,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
549,2,100000,1.00E-04,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
550,2,100000,1.00E-03,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
551,2,100000,1.00E-02,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
552,3,100000,1.00E-07,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
553,3,100000,1.00E-06,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
554,3,100000,1.00E-05,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
555,3,100000,1.00E-04,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
556,3,100000,1.00E-03,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
557,3,100000,1.00E-02,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
558,3,100000,1.00E-07,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
559,3,100000,1.00E-06,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
560,3,100000,1.00E-05,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
561,3,100000,1.00E-04,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
562,3,100000,1.00E-03,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
563,3,100000,1.00E-02,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
564,3,100000,1.00E-07,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
565,3,100000,1.00E-06,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
566,3,100000,1.00E-05,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
567,3,100000,1.00E-04,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
568,3,100000,1.00E-03,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
569,3,100000,1.00E-02,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
570,3,100000,1.00E-07,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
571,3,100000,1.00E-06,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
572,3,100000,1.00E-05,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
573,3,100000,1.00E-04,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
574,3,100000,1.00E-03,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
575,3,100000,1.00E-02,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
576,4,100000,1.00E-06,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
577,4,100000,1.00E-05,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
578,4,100000,1.00E-04,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
579,4,100000,1.00E-03,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
580,4,100000,1.00E-02,0.001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
581,4,100000,1.00E-07,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
582,4,100000,1.00E-06,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
583,4,100000,1.00E-05,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
584,4,100000,1.00E-04,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
585,4,100000,1.00E-03,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
586,4,100000,1.00E-02,0.01,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
587,4,100000,1.00E-07,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
588,4,100000,1.00E-06,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
589,4,100000,1.00E-05,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
590,4,100000,1.00E-04,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
591,4,100000,1.00E-03,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
592,4,100000,1.00E-02,0.1,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
593,4,100000,1.00E-07,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
594,4,100000,1.00E-06,0.0001,,,wiki-t-10,lfu-doorkeeper,,1000000,,,,
